Klient;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;Suma_Miesiecy;Wrocil;Typ_Ceny;Staly_Klient;Pierwsza płatność;Ostatnia płatność;Kohorta;Grupa Kohort;Czas dostępu;Zmiana planu;Status_Sub;LTV_Total
219;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;20;0;Standardowa;Tak;2024-06-01;2026-01-01;06.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1980,0
220;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;19;1;Standardowa;Tak;2024-06-04;2026-03-04;06.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;1881,0
221;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;22;0;Standardowa;Tak;2024-06-14;2025-06-14;06.2024;2. Dane zakłamane;Rok;Stabilne;Aktywny;1980,0
222;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;22;0;Standardowa;Tak;2024-06-19;2025-06-08;06.2024;2. Dane zakłamane;Rok;Stabilne;Aktywny;2589,0
223;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-06-19;2024-06-19;06.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1490,0
224;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;22;0;Standardowa;Tak;2024-06-20;2025-06-20;06.2024;2. Dane zakłamane;Rok;Stabilne;Aktywny;2682,0
225;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-01;2024-09-01;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;169,0
226;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;11;1;Standardowa;Nie;2024-09-01;2025-09-01;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;759,0
227;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-01;2024-09-01;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1799,0
228;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2024-09-01;2025-01-04;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;845,0
229;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;8;0;Promocyjna;Nie;2024-09-01;2025-04-01;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1081,6
230;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;11;0;Standardowa;Nie;2024-09-01;2025-07-01;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1859,0
231;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2024-09-01;2025-02-01;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1014,0
232;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-09-01;2024-10-01;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;338,0
233;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;16;1;Standardowa;Tak;2024-09-01;2026-03-16;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;2704,0
234;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-02;2024-09-02;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;990,0
235;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-02;2024-11-02;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
236;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-02;2024-11-02;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
237;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;9;0;Standardowa;Nie;2024-09-02;2025-05-02;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1521,0
238;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Promocyjna;Nie;2024-09-02;2024-09-02;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1439,2
239;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Promocyjna;Nie;2024-09-02;2024-09-02;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1439,2
240;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-03;2024-09-03;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1799,0
241;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;16;0;Standardowa;Tak;2024-09-03;2025-12-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;2704,0
242;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;15;0;Standardowa;Tak;2024-09-03;2025-11-03;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;2535,0
243;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2024-09-03;2025-01-03;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;845,0
244;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2024-09-03;2025-02-03;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1014,0
245;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-04;2024-11-04;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
246;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-04;2024-11-04;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
247;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;1;Promocyjna;Nie;2024-09-04;2025-05-04;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;676,0
248;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-09-04;2024-12-04;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;676,0
249;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-09-05;2024-10-16;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
250;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-09-05;2024-10-05;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;338,0
251;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;12;1;Standardowa;Nie;2024-09-05;2025-09-06;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;2358,0
252;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-09-05;2024-12-05;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;676,0
253;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;17;0;Standardowa;Tak;2024-09-05;2026-01-05;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;2873,0
254;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;Promocyjna;Nie;2024-09-06;2025-01-24;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;636,5
255;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-06;2024-09-06;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;169,0
256;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Standardowa;Tak;2024-09-06;2026-03-06;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3211,0
257;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-06;2024-09-06;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;169,0
258;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Promocyjna;Nie;2024-09-07;2024-11-07;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;456,29999999999995
259;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;10;0;Standardowa;Nie;2024-09-07;2025-06-07;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1690,0
260;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-07;2024-09-07;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;169,0
261;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Promocyjna;Tak;2024-09-07;2025-09-07;09.2024;2. Dane zakłamane;Rok;Stabilne;Aktywny;2558,4
262;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;10;0;Standardowa;Nie;2024-09-07;2025-06-07;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1690,0
263;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-09-07;2024-12-07;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;676,0
264;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;Standardowa;Nie;2024-09-07;2025-03-07;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1183,0
265;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-07;2024-09-07;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1799,0
266;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;11;1;Promocyjna;Nie;2024-09-08;2025-10-07;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1879,2
267;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;11;0;Promocyjna;Nie;2024-09-08;2025-07-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1487,1999999999998
268;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Standardowa;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3211,0
269;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-08;2024-11-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
270;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;16;1;Standardowa;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;2914,0
271;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2024-09-08;2025-02-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1014,0
272;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Standardowa;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3211,0
273;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1799,0
274;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;Standardowa;Nie;2024-09-08;2025-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1183,0
275;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;11;1;Promocyjna;Nie;2024-09-08;2026-01-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1810,0
276;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;169,0
277;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1799,0
278;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;169,0
279;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2024-09-08;2025-01-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;845,0
280;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1599,0
281;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-09-08;2024-10-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;338,0
282;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-09-08;2024-10-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;338,0
283;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;Standardowa;Nie;2024-09-08;2025-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1183,0
284;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;8;0;Standardowa;Nie;2024-09-08;2025-04-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1352,0
285;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Promocyjna;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1439,2
286;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-08;2024-11-15;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
287;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-09-08;2024-10-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;338,0
288;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Standardowa;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3211,0
289;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;8;0;Standardowa;Nie;2024-09-08;2025-04-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1352,0
290;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1599,0
291;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Standardowa;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3211,0
292;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;15;0;Standardowa;Tak;2024-09-08;2025-11-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;2535,0
293;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Standardowa;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3211,0
294;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;Standardowa;Nie;2024-09-08;2025-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1183,0
295;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;135,2
296;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1799,0
297;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Standardowa;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3211,0
298;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-08;2024-11-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;507,0
299;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1799,0
300;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;12;0;Standardowa;Nie;2024-09-08;2024-09-08;09.2024;2. Dane zakłamane;Rok;Stabilne;Wygasły;1599,0
301;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;0;Promocyjna;Tak;2024-09-08;2026-03-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Aktywny;3050,4500000000003
302;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2024-09-08;2025-02-08;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1014,0
303;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2024-09-10;2025-01-10;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;995,0
304;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-10;2024-09-10;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;199,0
305;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-09-10;2024-12-21;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;796,0
306;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-11;2024-09-11;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;199,0
307;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-09-12;2024-11-29;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;597,0
308;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;18;0;Standardowa;Tak;2024-09-13;2025-03-13;09.2024;2. Dane zakłamane;Miesiąc;Upgrade;Wygasły;2184,0
309;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-13;2024-09-13;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;199,0
310;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-15;2024-09-15;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;199,0
311;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;11;0;Standardowa;Nie;2024-09-15;2025-07-18;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;2189,0
312;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;10;1;Standardowa;Nie;2024-09-16;2025-08-10;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1990,0
313;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;16;0;Standardowa;Tak;2024-09-16;2025-12-16;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;3184,0
314;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;Standardowa;Nie;2024-09-18;2024-12-22;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;597,0
315;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-09-21;2024-12-21;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;796,0
316;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;8;0;Standardowa;Nie;2024-09-23;2025-04-23;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1592,0
317;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2024-09-23;2025-02-23;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;1194,0
318;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-09-26;2024-09-26;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;199,0
319;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-09-29;2024-10-29;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;398,0
320;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;14;1;Standardowa;Tak;2024-09-29;2025-11-29;09.2024;2. Dane zakłamane;Miesiąc;Stabilne;Wygasły;2985,0
321;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-10-01;2025-01-01;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
322;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;13;0;Standardowa;Tak;2024-10-02;2025-10-02;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;2587,0
323;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-10-03;2024-11-03;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
324;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-10-05;2024-10-05;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
325;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-10-06;2024-10-06;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
326;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-10-06;2024-11-06;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
