Klient;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;Suma_Miesiecy;Wrocil;Typ_Ceny;Staly_Klient;Pierwsza płatność;Ostatnia płatność;Kohorta;Grupa Kohort;Czas dostępu;Zmiana planu;Status_Sub;LTV_Total
770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-16;2026-03-16;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1743,0
771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-17;2026-03-17;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1743,0
772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;Promocyjna;Nie;2025-09-18;2025-11-18;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;694,71
773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Standardowa;Nie;2025-09-20;2025-10-20;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;4;0;Standardowa;Nie;2025-09-21;2025-12-29;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;996,0
775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-23;2025-09-23;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Standardowa;Nie;2025-09-23;2025-10-23;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;1;Standardowa;Nie;2025-09-24;2025-11-05;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-26;2025-09-26;09.2025;3. Wzrost;2 Lata;Stabilne;Aktywny;1859,07
779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Standardowa;Nie;2025-09-27;2025-10-27;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Promocyjna;Nie;2025-09-27;2025-10-27;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,4
781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-09-28;2025-09-28;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;224,1
782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-09-29;2025-09-29;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;216,63
783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-29;2025-09-29;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1739,13
784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;6;0;Promocyjna;Nie;2025-09-30;2026-02-28;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1299,78
785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;1;Promocyjna;Nie;2025-09-30;2025-11-30;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;649,89
786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-02;2025-10-02;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-02;2025-10-02;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;4;0;Standardowa;Nie;2025-10-04;2026-01-04;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;996,0
789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;Promocyjna;Nie;2025-10-06;2025-11-06;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,4
790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;5;0;Standardowa;Nie;2025-10-06;2026-02-06;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1245,0
791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;Standardowa;Nie;2025-10-07;2025-11-07;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;5;0;Standardowa;Nie;2025-10-07;2026-02-07;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1245,0
793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-08;2025-10-08;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1999,0
794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;4;0;Standardowa;Nie;2025-10-08;2026-01-31;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;996,0
795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-09;2025-10-09;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1999,0
796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;Promocyjna;Nie;2025-10-11;2025-11-11;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;463,14
797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;Standardowa;Nie;2025-10-11;2025-11-11;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-11;2025-10-11;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1999,0
799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;0;Standardowa;Nie;2025-10-12;2025-12-12;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;747,0
800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-12;2025-10-12;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-13;2025-10-13;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;5;0;Promocyjna;Nie;2025-10-14;2026-02-14;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1058,25
803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Promocyjna;Nie;2025-10-14;2025-10-14;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;211,65
804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-14;2026-03-14;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1269,9
805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-15;2026-03-15;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1269,9
806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;4;0;Promocyjna;Nie;2025-10-15;2026-01-15;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;846,6
807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-16;2025-10-16;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1699,15
808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-16;2025-10-16;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1699,15
809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-16;2025-10-16;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1699,15
810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-16;2026-03-16;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1269,9
811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;5;0;Promocyjna;Nie;2025-10-16;2026-02-16;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1058,25
812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-16;2026-01-19;10.2025;3. Wzrost;Miesiąc;Upgrade;Aktywny;1933,95
813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-17;2026-03-17;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1494,0
814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;0;Standardowa;Nie;2025-10-17;2025-12-17;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;747,0
815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Promocyjna;Nie;2025-10-19;2025-10-19;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;236,55
816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-19;2025-10-19;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-20;2025-10-20;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-20;2025-10-20;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;Standardowa;Nie;2025-10-20;2025-11-20;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-21;2025-10-21;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1999,0
821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;5;1;Standardowa;Nie;2025-10-21;2026-03-07;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-24;2026-03-24;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1195,1999999999998
823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-24;2025-10-24;10.2025;3. Wzrost;Rok;Stabilne;Aktywny;1999,0
824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-24;2026-03-24;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1494,0
825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Standardowa;Nie;2025-10-24;2025-10-24;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;5;1;Standardowa;Nie;2025-10-25;2026-03-25;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1494,0
827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;Standardowa;Nie;2025-10-26;2025-12-03;10.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Standardowa;Nie;2025-10-27;2026-03-27;10.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1494,0
829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;6;0;Promocyjna;Nie;2025-10-29;2025-10-29;10.2025;3. Wzrost;2 Lata;Stabilne;Aktywny;1899,05
830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Promocyjna;Nie;2025-11-01;2026-03-02;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1232,55
831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-03;2026-03-03;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Standardowa;Nie;2025-11-04;2025-11-04;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-06;2025-12-06;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-06;2025-11-06;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1999,0
835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-07;2026-03-07;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-08;2025-12-08;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-09;2026-03-09;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-10;2026-03-10;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-10;2025-12-11;11.2025;3. Wzrost;Miesiąc;Upgrade;Aktywny;1748,0
840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Standardowa;Nie;2025-11-10;2025-11-10;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Standardowa;Nie;2025-11-11;2025-11-11;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-11;2026-03-11;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Promocyjna;Nie;2025-11-12;2025-11-12;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;236,55
844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4;0;Standardowa;Nie;2025-11-12;2026-02-12;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;996,0
845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-12;2025-12-12;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-14;2025-12-14;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-17;2026-03-17;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-18;2026-03-18;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1245,0
849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4;0;Standardowa;Nie;2025-11-18;2026-02-18;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;996,0
850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4;0;Standardowa;Nie;2025-11-19;2026-02-19;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;996,0
851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Promocyjna;Nie;2025-11-20;2025-11-20;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,2
852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4;0;Standardowa;Nie;2025-11-21;2026-02-21;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;Standardowa;Nie;2025-11-21;2026-01-21;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-22;2025-12-22;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Promocyjna;Nie;2025-11-22;2025-12-22;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;358,2
856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Standardowa;Nie;2025-11-22;2025-11-22;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-22;2025-11-22;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-23;2026-03-23;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;995,0
859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-24;2025-12-24;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-24;2025-11-24;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-24;2026-03-24;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;995,0
862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-24;2025-11-24;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-25;2026-03-25;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;995,0
864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-25;2026-03-25;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;995,0
865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-27;2025-11-27;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;Standardowa;Nie;2025-11-27;2026-01-27;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-27;2026-03-27;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;995,0
868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;Standardowa;Nie;2025-11-28;2026-01-28;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Promocyjna;Nie;2025-11-29;2025-11-29;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1274,15
870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-29;2025-12-29;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;4;1;Standardowa;Nie;2025-11-30;2026-03-30;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;995,0
872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4;0;Promocyjna;Nie;2025-11-30;2026-02-28;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;636,8
873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-30;2025-11-30;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-30;2025-11-30;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Promocyjna;Nie;2025-11-30;2026-03-30;11.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;925,3499999999999
876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-30;2025-11-30;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;5;0;Standardowa;Nie;2025-11-30;2025-11-30;11.2025;3. Wzrost;Rok;Stabilne;Aktywny;1499,0
878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;Standardowa;Nie;2025-11-30;2025-12-30;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;0;Promocyjna;Nie;2025-11-30;2026-01-30;11.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;587,05
